date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:23:54	635/635	---M--	200	added ('OK')	image/png	etag:%22185008-27b-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:54	590/590	---M--	200	added ('OK')	image/png	etag:%22185009-24e-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:54	635/635	---M--	200	added ('OK')	image/png	etag:%2218500a-27b-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/camera.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/camera.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:55	659/659	---M--	200	added ('OK')	image/png	etag:%2218500c-293-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/chart.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/chart.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:55	1686/1686	---M--	200	added ('OK')	image/png	etag:%2218500b-696-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:55	706/706	---M--	200	added ('OK')	image/png	etag:%2218500d-2c2-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/clock.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/clock.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:55	470/470	---M--	200	added ('OK')	image/png	etag:%2218500e-1d6-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/control.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/control.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:56	606/606	---M--	200	added ('OK')	image/png	etag:%2218500f-25e-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/fire.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/fire.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:56	792/792	---M--	200	added ('OK')	image/png	etag:%22185010-318-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/heart.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/heart.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:56	505/505	---M--	200	added ('OK')	image/png	etag:%22185011-1f9-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/mail.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/mail.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:57	756/756	---M--	200	added ('OK')	image/png	etag:%22185012-2f4-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:57	657/657	---M--	200	added ('OK')	image/png	etag:%22185013-291-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/video.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/video.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:57	223/223	---M--	200	added ('OK')	image/png	etag:%22e66cc-df-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/toggle_open.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/toggle_open.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:58	168/168	---M--	200	added ('OK')	image/png	etag:%22e66cb-a8-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/toggle_close.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/toggle_close.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:58	198/198	---M--	200	added ('OK')	image/png	etag:%22e66c9-c6-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/flickr.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/flickr.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:58	673/673	---M--	200	added ('OK')	image/gif	etag:%22e66ca-2a1-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/spinner.gif	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/spinner.gif	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:59	265/265	---M--	200	added ('OK')	image/png	etag:%22105fd3-109-5654407a52c00%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/vc/remove.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/vc/remove.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:24:01	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:24:00%20GMT	http://www.jichel.me/wp-content/themes/creativo/images/toggle_open.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/toggle_open.png	(from http://www.jichel.me/wp-content/themes/creativo/css/vc_style.min.css)
14:24:04	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:24:03%20GMT	http://www.jichel.me/wp-content/themes/creativo/images/toggle_close.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/toggle_close.png	(from http://www.jichel.me/wp-content/themes/creativo/css/vc_style.min.css)
14:24:06	69/69	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Sep%202020%2009:24:06%20GMT	http://www.jichel.me/robots.txt		(from http://www.jichel.me/wp-content/plugins/revslider/public/assets/css/settings.css)
14:24:06	486052/486052	---M--	200	added ('OK')	image/jpeg	etag:%22246c1e-76aa4-568b71fb7db00%22	http://www.jichel.me/wp-content/themes/creativo/images/jichel-main.jpg	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/jichel-main.jpg	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
